1,7,17,25,37,60,74,83,93,99,107,116,124,136,147,164,178
5.521491984814103082e-01,5.127623554757892999e-01,5.302329270806099837e-01,5.338745406836417073e-01,5.447261608480734596e-01,5.262891721740896589e-01,3.905768671576254625e-01,3.822187001217738356e-01,2.755797750796465939e-01,3.489640832006485893e-01,4.298568526552885571e-01,5.191260219343051263e-01,3.229803099306211012e-01,5.493491356203307197e-01,5.917711344942742091e-01,4.040792218103528288e-01,5.219585097234032967e-01
2.764738961661182270e-01,2.844340103660410457e-01,3.068120600976952383e-01,2.664525498936164416e-01,3.227444305774136435e-01,2.625309047951053798e-01,2.553292098983284131e-01,2.675072139665426452e-01,2.243073408316394179e-01,2.948876971491737331e-01,4.054852390688465369e-01,5.780195350747429073e-01,4.140621019438010531e-01,6.775941516009784671e-01,7.259730175199128333e-01,4.431342011629965105e-01,5.391280194215022359e-01
4.117586521791281595e-01,4.072170205831419088e-01,2.720206742175168557e-01,2.269818421601687841e-01,2.625713981230863858e-01,4.092145974396561581e-01,2.977989389579061563e-01,3.621118563207506025e-01,4.298494324658632126e-01,5.307898428634848509e-01,6.197307866312690150e-01,7.105773440990817980e-01,4.146628926243582369e-01,6.521136761344332733e-01,6.222646012031464169e-01,3.287862892515810431e-01,2.815145796906184938e-01
4.194722089377801999e-01,4.321669765140981889e-01,4.573110213583986283e-01,4.875610612065474081e-01,6.277236021416072731e-01,6.147002323623729225e-01,4.333154141523202774e-01,3.937052943936811822e-01,3.094481245440660055e-01,3.360067323611147794e-01,3.621605986443562353e-01,4.337604704415007895e-01,3.137653742801968515e-01,2.982351072399429537e-01,2.853379259939541890e-01,2.924512755426668109e-01,3.224220057642360193e-01

